image_id,inspection_id,frame_id,timestamp,mileage_m,mileage_text,ring_id,clock_direction,image_path
I003_000096,I003,96,2026-08-01 10:01:35,12047.5,K12+047.5,1039,11点,data/images/I003_000096.jpg
I003_000097,I003,97,2026-08-01 10:01:36,12048.0,K12+048.0,1040,12点,data/images/I003_000097.jpg
I003_000098,I003,98,2026-08-01 10:01:37,12048.5,K12+048.5,1040,1点,data/images/I003_000098.jpg
I003_000099,I003,99,2026-08-01 10:01:38,12049.0,K12+049.0,1040,2点,data/images/I003_000099.jpg
I003_000100,I003,100,2026-08-01 10:01:39,12049.5,K12+049.5,1041,3点,data/images/I003_000100.jpg
I003_000101,I003,101,2026-08-01 10:01:40,12050.0,K12+050.0,1041,4点,data/images/I003_000101.jpg
I003_000102,I003,102,2026-08-01 10:01:41,12050.5,K12+050.5,1042,5点,data/images/I003_000102.jpg
I003_000103,I003,103,2026-08-01 10:01:42,12051.0,K12+051.0,1042,6点,data/images/I003_000103.jpg
I003_000104,I003,104,2026-08-01 10:01:43,12051.5,K12+051.5,1042,7点,data/images/I003_000104.jpg
I003_000105,I003,105,2026-08-01 10:01:44,12052.0,K12+052.0,1043,8点,data/images/I003_000105.jpg
I003_000106,I003,106,2026-08-01 10:01:45,12052.5,K12+052.5,1043,9点,data/images/I003_000106.jpg
I003_000107,I003,107,2026-08-01 10:01:46,12053.0,K12+053.0,1044,10点,data/images/I003_000107.jpg
I003_000108,I003,108,2026-08-01 10:01:47,12053.5,K12+053.5,1044,11点,data/images/I003_000108.jpg
I003_000109,I003,109,2026-08-01 10:01:48,12054.0,K12+054.0,1045,12点,data/images/I003_000109.jpg
I003_000110,I003,110,2026-08-01 10:01:49,12054.5,K12+054.5,1045,1点,data/images/I003_000110.jpg
I003_000111,I003,111,2026-08-01 10:01:50,12055.0,K12+055.0,1045,2点,data/images/I003_000111.jpg
I003_000112,I003,112,2026-08-01 10:01:51,12055.5,K12+055.5,1046,3点,data/images/I003_000112.jpg
I003_000113,I003,113,2026-08-01 10:01:52,12056.0,K12+056.0,1046,4点,data/images/I003_000113.jpg
I003_000114,I003,114,2026-08-01 10:01:53,12056.5,K12+056.5,1047,5点,data/images/I003_000114.jpg
I003_000115,I003,115,2026-08-01 10:01:54,12057.0,K12+057.0,1047,6点,data/images/I003_000115.jpg
I003_000116,I003,116,2026-08-01 10:01:55,12057.5,K12+057.5,1047,7点,data/images/I003_000116.jpg
I003_000117,I003,117,2026-08-01 10:01:56,12058.0,K12+058.0,1048,8点,data/images/I003_000117.jpg
I003_000118,I003,118,2026-08-01 10:01:57,12058.5,K12+058.5,1048,9点,data/images/I003_000118.jpg
I003_000119,I003,119,2026-08-01 10:01:58,12059.0,K12+059.0,1049,10点,data/images/I003_000119.jpg
I003_000120,I003,120,2026-08-01 10:01:59,12059.5,K12+059.5,1049,11点,data/images/I003_000120.jpg
I003_000121,I003,121,2026-08-01 10:02:00,12060.0,K12+060.0,1050,12点,data/images/I003_000121.jpg
I003_000122,I003,122,2026-08-01 10:02:01,12060.5,K12+060.5,1050,1点,data/images/I003_000122.jpg
I003_000123,I003,123,2026-08-01 10:02:02,12061.0,K12+061.0,1050,2点,data/images/I003_000123.jpg
I003_000124,I003,124,2026-08-01 10:02:03,12061.5,K12+061.5,1051,3点,data/images/I003_000124.jpg
I003_000125,I003,125,2026-08-01 10:02:04,12062.0,K12+062.0,1051,4点,data/images/I003_000125.jpg
I003_000126,I003,126,2026-08-01 10:02:05,12062.5,K12+062.5,1052,5点,data/images/I003_000126.jpg
I003_000127,I003,127,2026-08-01 10:02:06,12063.0,K12+063.0,1052,6点,data/images/I003_000127.jpg
I003_000128,I003,128,2026-08-01 10:02:07,12063.5,K12+063.5,1052,7点,data/images/I003_000128.jpg
I003_000129,I003,129,2026-08-01 10:02:08,12064.0,K12+064.0,1053,8点,data/images/I003_000129.jpg
I003_000130,I003,130,2026-08-01 10:02:09,12064.5,K12+064.5,1053,9点,data/images/I003_000130.jpg
I003_000131,I003,131,2026-08-01 10:02:10,12065.0,K12+065.0,1054,10点,data/images/I003_000131.jpg
I003_000132,I003,132,2026-08-01 10:02:11,12065.5,K12+065.5,1054,11点,data/images/I003_000132.jpg
I003_000133,I003,133,2026-08-01 10:02:12,12066.0,K12+066.0,1055,12点,data/images/I003_000133.jpg
I003_000134,I003,134,2026-08-01 10:02:13,12066.5,K12+066.5,1055,1点,data/images/I003_000134.jpg
I003_000135,I003,135,2026-08-01 10:02:14,12067.0,K12+067.0,1055,2点,data/images/I003_000135.jpg
I003_000136,I003,136,2026-08-01 10:02:15,12067.5,K12+067.5,1056,3点,data/images/I003_000136.jpg
I003_000137,I003,137,2026-08-01 10:02:16,12068.0,K12+068.0,1056,4点,data/images/I003_000137.jpg
I003_000138,I003,138,2026-08-01 10:02:17,12068.5,K12+068.5,1057,5点,data/images/I003_000138.jpg
I003_000139,I003,139,2026-08-01 10:02:18,12069.0,K12+069.0,1057,6点,data/images/I003_000139.jpg
I003_000140,I003,140,2026-08-01 10:02:19,12069.5,K12+069.5,1057,7点,data/images/I003_000140.jpg
I003_000141,I003,141,2026-08-01 10:02:20,12070.0,K12+070.0,1058,8点,data/images/I003_000141.jpg
I003_000142,I003,142,2026-08-01 10:02:21,12070.5,K12+070.5,1058,9点,data/images/I003_000142.jpg
I003_000143,I003,143,2026-08-01 10:02:22,12071.0,K12+071.0,1059,10点,data/images/I003_000143.jpg
I003_000144,I003,144,2026-08-01 10:02:23,12071.5,K12+071.5,1059,11点,data/images/I003_000144.jpg
I003_000145,I003,145,2026-08-01 10:02:24,12072.0,K12+072.0,1060,12点,data/images/I003_000145.jpg
I003_000146,I003,146,2026-08-01 10:02:25,12072.5,K12+072.5,1060,1点,data/images/I003_000146.jpg
I003_000147,I003,147,2026-08-01 10:02:26,12073.0,K12+073.0,1060,2点,data/images/I003_000147.jpg
I003_000148,I003,148,2026-08-01 10:02:27,12073.5,K12+073.5,1061,3点,data/images/I003_000148.jpg
I003_000149,I003,149,2026-08-01 10:02:28,12074.0,K12+074.0,1061,4点,data/images/I003_000149.jpg
I003_000150,I003,150,2026-08-01 10:02:29,12074.5,K12+074.5,1062,5点,data/images/I003_000150.jpg
I003_000151,I003,151,2026-08-01 10:02:30,12075.0,K12+075.0,1062,6点,data/images/I003_000151.jpg
I003_000152,I003,152,2026-08-01 10:02:31,12075.5,K12+075.5,1062,7点,data/images/I003_000152.jpg
I003_000153,I003,153,2026-08-01 10:02:32,12076.0,K12+076.0,1063,8点,data/images/I003_000153.jpg
I003_000154,I003,154,2026-08-01 10:02:33,12076.5,K12+076.5,1063,9点,data/images/I003_000154.jpg
I003_000155,I003,155,2026-08-01 10:02:34,12077.0,K12+077.0,1064,10点,data/images/I003_000155.jpg
I003_000156,I003,156,2026-08-01 10:02:35,12077.5,K12+077.5,1064,11点,data/images/I003_000156.jpg
I003_000157,I003,157,2026-08-01 10:02:36,12078.0,K12+078.0,1065,12点,data/images/I003_000157.jpg
I003_000158,I003,158,2026-08-01 10:02:37,12078.5,K12+078.5,1065,1点,data/images/I003_000158.jpg
I003_000159,I003,159,2026-08-01 10:02:38,12079.0,K12+079.0,1065,2点,data/images/I003_000159.jpg
I003_000160,I003,160,2026-08-01 10:02:39,12079.5,K12+079.5,1066,3点,data/images/I003_000160.jpg
I003_000161,I003,161,2026-08-01 10:02:40,12080.0,K12+080.0,1066,4点,data/images/I003_000161.jpg
I003_000162,I003,162,2026-08-01 10:02:41,12080.5,K12+080.5,1067,5点,data/images/I003_000162.jpg
I003_000163,I003,163,2026-08-01 10:02:42,12081.0,K12+081.0,1067,6点,data/images/I003_000163.jpg
I003_000164,I003,164,2026-08-01 10:02:43,12081.5,K12+081.5,1067,7点,data/images/I003_000164.jpg
I003_000165,I003,165,2026-08-01 10:02:44,12082.0,K12+082.0,1068,8点,data/images/I003_000165.jpg
I003_000166,I003,166,2026-08-01 10:02:45,12082.5,K12+082.5,1068,9点,data/images/I003_000166.jpg
I003_000167,I003,167,2026-08-01 10:02:46,12083.0,K12+083.0,1069,10点,data/images/I003_000167.jpg
I003_000168,I003,168,2026-08-01 10:02:47,12083.5,K12+083.5,1069,11点,data/images/I003_000168.jpg
I003_000169,I003,169,2026-08-01 10:02:48,12084.0,K12+084.0,1070,12点,data/images/I003_000169.jpg
I003_000170,I003,170,2026-08-01 10:02:49,12084.5,K12+084.5,1070,1点,data/images/I003_000170.jpg
I003_000171,I003,171,2026-08-01 10:02:50,12085.0,K12+085.0,1070,2点,data/images/I003_000171.jpg
I003_000172,I003,172,2026-08-01 10:02:51,12085.5,K12+085.5,1071,3点,data/images/I003_000172.jpg
I003_000173,I003,173,2026-08-01 10:02:52,12086.0,K12+086.0,1071,4点,data/images/I003_000173.jpg
I003_000174,I003,174,2026-08-01 10:02:53,12086.5,K12+086.5,1072,5点,data/images/I003_000174.jpg
I003_000175,I003,175,2026-08-01 10:02:54,12087.0,K12+087.0,1072,6点,data/images/I003_000175.jpg
I003_000176,I003,176,2026-08-01 10:02:55,12087.5,K12+087.5,1072,7点,data/images/I003_000176.jpg
I003_000177,I003,177,2026-08-01 10:02:56,12088.0,K12+088.0,1073,8点,data/images/I003_000177.jpg
I003_000178,I003,178,2026-08-01 10:02:57,12088.5,K12+088.5,1073,9点,data/images/I003_000178.jpg
I003_000179,I003,179,2026-08-01 10:02:58,12089.0,K12+089.0,1074,10点,data/images/I003_000179.jpg
I003_000180,I003,180,2026-08-01 10:02:59,12089.5,K12+089.5,1074,11点,data/images/I003_000180.jpg
I003_000181,I003,181,2026-08-01 10:03:00,12090.0,K12+090.0,1075,12点,data/images/I003_000181.jpg
I003_000182,I003,182,2026-08-01 10:03:01,12090.5,K12+090.5,1075,1点,data/images/I003_000182.jpg
I003_000183,I003,183,2026-08-01 10:03:02,12091.0,K12+091.0,1075,2点,data/images/I003_000183.jpg
I003_000184,I003,184,2026-08-01 10:03:03,12091.5,K12+091.5,1076,3点,data/images/I003_000184.jpg
I003_000185,I003,185,2026-08-01 10:03:04,12092.0,K12+092.0,1076,4点,data/images/I003_000185.jpg
I003_000186,I003,186,2026-08-01 10:03:05,12092.5,K12+092.5,1077,5点,data/images/I003_000186.jpg
I003_000187,I003,187,2026-08-01 10:03:06,12093.0,K12+093.0,1077,6点,data/images/I003_000187.jpg
I003_000188,I003,188,2026-08-01 10:03:07,12093.5,K12+093.5,1077,7点,data/images/I003_000188.jpg
I003_000189,I003,189,2026-08-01 10:03:08,12094.0,K12+094.0,1078,8点,data/images/I003_000189.jpg
I003_000190,I003,190,2026-08-01 10:03:09,12094.5,K12+094.5,1078,9点,data/images/I003_000190.jpg
I003_000191,I003,191,2026-08-01 10:03:10,12095.0,K12+095.0,1079,10点,data/images/I003_000191.jpg
I003_000192,I003,192,2026-08-01 10:03:11,12095.5,K12+095.5,1079,11点,data/images/I003_000192.jpg
I003_000193,I003,193,2026-08-01 10:03:12,12096.0,K12+096.0,1080,12点,data/images/I003_000193.jpg
I003_000194,I003,194,2026-08-01 10:03:13,12096.5,K12+096.5,1080,1点,data/images/I003_000194.jpg
I003_000195,I003,195,2026-08-01 10:03:14,12097.0,K12+097.0,1080,2点,data/images/I003_000195.jpg
I003_000196,I003,196,2026-08-01 10:03:15,12097.5,K12+097.5,1081,3点,data/images/I003_000196.jpg
I003_000197,I003,197,2026-08-01 10:03:16,12098.0,K12+098.0,1081,4点,data/images/I003_000197.jpg
I003_000198,I003,198,2026-08-01 10:03:17,12098.5,K12+098.5,1082,5点,data/images/I003_000198.jpg
I003_000199,I003,199,2026-08-01 10:03:18,12099.0,K12+099.0,1082,6点,data/images/I003_000199.jpg
I003_000200,I003,200,2026-08-01 10:03:19,12099.5,K12+099.5,1082,7点,data/images/I003_000200.jpg
I003_000201,I003,201,2026-08-01 10:03:20,12100.0,K12+100.0,1083,8点,data/images/I003_000201.jpg
